Andrew Beck,3.9,23,13,3,6,4,68,17,0,29,0.3,5.2,66.70%,11.3,0,0,0,0,0,0,0,4,17,68,0,0,20.54,90.54,4.41,0.38,8.38,7.31,62.08,8.49,0.54,0.00
Phillip Lindsay,13.5,25,13,13,42,33,187,5.7,0,36,2.5,14.4,78.60%,4.5,180,817,6,40,4.5,62.8,13.8,213,4.7,1004,6,0,20.54,90.54,4.41,0.38,8.38,7.31,62.08,8.49,0.54,0.00
Noah Fant,21.3,22,13,9,59,35,492,14.1,3,75,2.7,37.8,59.30%,8.3,3,-12,0,-2,-4,-0.9,0.2,38,12.6,480,3,1,0.00,0.00,0.00,0.00,7.00,4.77,57.62,12.08,0.38,0.00
Jeff Heuerman,7.8,27,11,9,17,12,101,8.4,1,26,1.1,9.2,70.60%,5.9,0,0,0,0,0,0,0,12,8.4,101,1,0,0.00,0.00,0.00,0.00,7.00,4.77,57.62,12.08,0.38,0.00
Troy Fumagalli,1.3,24,8,5,6,4,22,5.5,1,9,0.5,2.8,66.70%,3.7,0,0,0,0,0,0,0,4,5.5,22,1,0,0.00,0.00,0.00,0.00,7.00,4.77,57.62,12.08,0.38,0.00
Courtland Sutton,8.4,24,13,11,96,59,940,15.9,6,70,4.5,72.3,61.50%,9.8,3,17,0,9,5.7,1.3,0.2,62,15.4,957,6,1,0.46,0.08,0.17,0.00,20.08,12.00,160.77,13.40,1.15,0.00
DaeSean Hamilton,5.6,24,13,2,31,15,154,10.3,0,28,1.2,11.8,48.40%,5,0,0,0,0,0,0,0,15,10.3,154,0,0,0.46,0.08,0.17,0.00,20.08,12.00,160.77,13.40,1.15,0.00
Tim Patrick,7,26,5,1,16,7,130,18.6,0,38,1.4,26,43.80%,8.1,0,0,0,0,0,0,0,7,18.6,130,0,0,0.46,0.08,0.17,0.00,20.08,12.00,160.77,13.40,1.15,0.00
Diontae Spencer,0,27,13,1,8,6,31,5.2,0,20,0.5,2.4,75.00%,3.9,2,14,0,9,7,1.1,0.2,8,5.6,45,0,1,0.46,0.08,0.17,0.00,20.08,12.00,160.77,13.40,1.15,0.00
Fred Brown,0,26,10,1,3,2,21,10.5,0,16,0.2,2.1,66.70%,7,0,0,0,0,0,0,0,2,10.5,21,0,1,0.46,0.08,0.17,0.00,20.08,12.00,160.77,13.40,1.15,0.00
Royce Freeman,11.2,23,13,0,43,36,225,6.3,1,19,2.8,17.3,83.70%,5.2,116,460,2,26,4,35.4,8.9,152,4.5,685,3,0,20.54,90.54,4.41,0.38,8.38,7.31,62.08,8.49,0.54,0.00
Devontae Booker,4.4,27,13,0,5,3,38,12.7,0,25,0.2,2.9,60.00%,7.6,1,4,0,4,4,0.3,0.1,4,10.5,42,0,0,20.54,90.54,4.41,0.38,8.38,7.31,62.08,8.49,0.54,0.00
J.D. McKissic,5.8,26,13,3,37,31,222,7.2,1,26,2.4,17.1,83.80%,6,37,203,0,44,5.5,15.6,2.8,68,6.3,425,1,0,21.85,91.92,4.21,0.38,5.77,4.08,31.62,7.75,0.31,0.08
Bo Scarbrough,8,23,4,4,4,1,5,5,0,5,0.3,1.3,25.00%,1.3,72,301,1,30,4.2,75.3,18,73,4.2,306,1,1,21.85,91.92,4.21,0.38,5.77,4.08,31.62,7.75,0.31,0.08
Ty Johnson,2,22,13,1,24,20,92,4.6,0,13,1.5,7.1,83.30%,3.8,55,185,0,17,3.4,14.2,4.2,75,3.7,277,0,0,21.85,91.92,4.21,0.38,5.77,4.08,31.62,7.75,0.31,0.08
Logan Thomas,4.1,28,13,2,18,13,141,10.8,1,17,1,10.8,72.20%,7.8,0,0,0,0,0,0,0,13,10.8,141,1,0,0.38,0.38,1.00,0.00,9.46,6.08,56.08,9.23,0.08,0.08
Jesse James,3.3,25,13,8,18,10,94,9.4,0,23,0.8,7.2,55.60%,5.2,0,0,0,0,0,0,0,10,9.4,94,0,0,0.38,0.38,1.00,0.00,9.46,6.08,56.08,9.23,0.08,0.08
